pair,harle_hit,abs_dd_all_lineages,abs_dd_matched_lineages
TUBB2B|TUBB4B,0,,
UAP1|UAP1L1,1,0.24026407604347846,
ULK1|ULK2,0,0.14836915394428388,0.018314810114148393
UNC119|UNC119B,0,0.005155847018556228,
UNC45A|UNC45B,0,0.12103273992346869,0.12103273992346869
USP13|USP5,0,0.22607589701063535,0.10400645349615445
UTP14A|UTP14C,0,0.0703978808003271,0.05213297209830481
VANGL1|VANGL2,0,0.036872596337778424,0.036872596337778424
VPS26A|VPS26B,0,0.23293235073202495,0.23293235073202495
WAS|WASL,0,0.054368471576413335,0.054368471576413335
WRN|ZNF284,0,0.18724383457983,0.020499515485592895
XRCC4|XRCC6,1,0.041177758451479585,
XYLT1|XYLT2,0,0.2612657717671783,0.06498806508560079
YIF1A|YIF1B,0,,
YIPF5|YIPF7,0,0.08744512894298573,0.08744512894298573
ZDHHC13|ZDHHC17,0,0.19719584382840633,0.05218668559329647
ZMIZ1|ZMIZ2,0,0.17195204442411943,0.1346449137216548
ZNF146|ZNF260,0,0.07132797212514932,
ZNF185|ZNF418,0,0.18970863345613412,0.023599559289607098
ZNF423|ZNF521,0,0.12303300455992393,0.10538655624543203
