gene_A,gene_B,jaccard,len_A,len_B,min_len,geomean_len,is_benchmark_pair,expected_jaccard,jaccard_corrected
FBXW2,SIK1,0.05518553758325404,454,783,454,596.2231126013147,False,0.060234459753967406,-0.43747931564428866
FBXW2,STK11,0.04460966542750929,454,433,433,443.3756871999185,False,0.032013472951125777,-0.4198342009971918
FBXW2,TNS2,0.0658520027155465,454,1409,454,799.8037259228041,False,0.08822239029070283,-0.4548007810487317
FBXW2,TP53,0.03225806451612903,454,393,393,422.40028409081356,False,0.02739593358290804,-0.4275682625403543
FBXW2,TP63,0.040117416829745595,454,680,454,555.6257733402942,False,0.05351548793591304,-0.4458284645797428
FBXW7,HRAS,0.03674540682414698,707,189,189,365.54479889611343,False,0.005208330160180574,-0.40089331680960894
FBXW7,KMT2C,0.09359903381642512,707,4911,707,1863.3510136310872,False,0.1603910548263231,-0.49922241448347326
FBXW7,KMT2D,0.09850746268656717,707,5537,707,1978.5497213868546,False,0.16610653208726744,-0.5000294628742756
FBXW7,KRAS,0.03129074315514994,707,189,189,365.54479889611343,False,0.005208330160180574,-0.40634798047860593
FBXW7,NF1,0.09602249899558056,707,2839,707,1416.7473310368366,False,0.13428376635659245,-0.4706916608345872
FBXW7,PIK3CA,0.07191780821917808,707,1068,707,868.9510918342874,False,0.08770901775558526,-0.4482216030099825
FBXW7,PIK3CB,0.08246708246708247,707,1070,707,869.7643358979489,False,0.08779814556898508,-0.43776145657547794
FBXW7,PIK3R1,0.06435224386113463,707,724,707,715.4495090500797,False,0.06918935582091423,-0.4372675054333549
FBXW7,PPP2R1A,0.058823529411764705,707,589,589,645.3084533771428,False,0.05935836442672937,-0.43296522848853997
FBXW7,PPP2R1B,0.060352831940575676,707,601,601,651.8489088738279,False,0.06031917956405125,-0.4323967410970509
FBXW7,PTEN,0.042105263157894736,707,403,403,533.7799171943433,False,0.04127993333823182,-0.4316050636539124
FBXW7,RASA2,0.08537549407114625,707,850,707,775.2096490627551,False,0.07683276142282125,-0.4238876608252503
FBXW7,SIK1,0.07647058823529412,707,783,707,744.0302413208753,False,0.07292144170048265,-0.42888124693876384
FBXW7,STK11,0.0550935550935551,707,433,433,553.2910626424396,False,0.04470045489764102,-0.42203729327766126
FBXW7,TNS2,0.08266003729024239,707,1409,707,998.0796561397292,False,0.10090937223721808,-0.450679728420551
FBXW7,TP53,0.04741379310344827,707,393,393,527.1157368168779,False,0.04008291552942328,-0.4250995158995503
FBXW7,TP63,0.05555555555555555,707,680,680,693.3685888472306,False,0.06620246988242828,-0.4430773078004481
HRAS,KMT2C,0.029893924783027964,189,4911,189,963.420468954236,False,0.12260269816511088,-0.5251391668556582
HRAS,KMT2D,0.0298932384341637,189,5537,189,1022.9824045407623,False,0.12831817542605523,-0.5308553304654668
HRAS,KRAS,0.62882096069869,189,189,189,189.0,False,-0.032580026501031645,0.2289705937261463
HRAS,NF1,0.029870708872046365,189,2839,189,732.5100681901922,False,0.09649540969538023,-0.4990550942969092
HRAS,PIK3CA,0.030548068283917342,189,1068,189,449.2794230765527,False,0.04992066109437304,-0.45180298628403104
HRAS,PIK3CB,0.0297029702970297,189,1070,189,449.6998999332777,False,0.050009788907772856,-0.4527372120843185
HRAS,PIK3R1,0.043532338308457715,189,724,189,369.91350340316046,False,0.031400999159702014,-0.4202990543248196
HRAS,PPP2R1A,0.03318903318903319,189,589,189,333.64801812688773,False,0.021570007765517152,-0.42081136805005925
HRAS,PPP2R1B,0.03873744619799139,189,601,189,337.02967228420704,False,0.02253082290283903,-0.41622377017842294
HRAS,PTEN,0.015985790408525755,189,403,189,275.9836951705662,False,0.0034915766770196033,-0.41993617974206915
HRAS,RASA2,0.02467811158798283,189,850,189,400.81167647662164,False,0.03904440476160903,-0.4467966866472015
HRAS,SIK1,0.02738095238095238,189,783,189,384.69078491692517,False,0.03513308503927043,-0.44018252613189335
HRAS,STK11,0.020512820512820513,189,433,189,286.07166934179276,False,0.006912098236428799,-0.4188296711971836
HRAS,TNS2,0.020030816640986132,189,1409,189,516.0436028089099,False,0.06312101557600586,-0.475520592408595
HRAS,TP53,0.025925925925925925,189,393,189,272.53807073508096,False,0.0022945588682110607,-0.40879902641586047
HRAS,TP63,0.027672955974842768,189,680,189,358.49686191095174,False,0.028414113221216064,-0.4331715507199486
KMT2C,KMT2D,0.4173267326732673,4911,5537,4911,5214.614750870864,False,0.2216226267300491,-0.2367262875303571
KMT2C,KRAS,0.03154168007724493,4911,189,189,963.420468954236,False,0.060724424802962224,-0.4616131381992926
KMT2C,NF1,0.2643225965084829,4911,2839,2839,3733.942822272457,False,0.1897998609993741,-0.35790765796446655
KMT2C,PIK3CA,0.1355593607305936,4911,1068,1068,2290.1851453539734,False,0.1432251123983669,-0.44009614514134865
KMT2C,PIK3CB,0.13925501432664755,4911,1070,1070,2292.3285104888437,False,0.14331424021176672,-0.43648961935869446
KMT2C,PIK3R1,0.1110774818401937,4911,724,724,1885.620322334271,False,0.12470545046369588,-0.4460583620970775
KMT2C,PPP2R1A,0.0863441518677281,4911,589,589,1700.7583602616805,False,0.11487445906951102,-0.4609607006753582
KMT2C,PPP2R1B,0.08580152671755725,4911,601,601,1717.9962165266838,False,0.1158352742068329,-0.46246414096285093
KMT2C,PTEN,0.058128691327323595,4911,403,403,1406.8166191796286,False,0.09679602798101347,-0.4710977301272652
KMT2C,RASA2,0.11579257513258692,4911,850,850,2043.122610124023,False,0.1323488560656029,-0.4489866744065913
KMT2C,SIK1,0.1217364905889496,4911,783,783,1960.946965116599,False,0.1284375363432643,-0.43913143922789
KMT2C,STK11,0.07223264540337711,4911,433,433,1458.2396922316989,False,0.10021654954042267,-0.46041429761062086
KMT2C,TNS2,0.17800453514739228,4911,1409,1409,2630.5130678253627,False,0.15642546687999972,-0.4108513252061827
KMT2C,TP53,0.06444514303678088,4911,393,393,1389.252676801452,False,0.09559901017220493,-0.4635842606089994
KMT2C,TP63,0.10341699425461143,4911,680,680,1827.4244170416462,False,0.12171856452520993,-0.4507319637441738
KMT2D,KRAS,0.029516358463726886,5537,189,189,1022.9824045407623,False,0.06416088637379849,-0.4670749213836469
KMT2D,NF1,0.2589890568004169,5537,2839,2839,3964.78788839958,False,0.19323632257021037,-0.3666776592433688
KMT2D,PIK3CA,0.12098991750687443,5537,1068,1068,2431.7721932779805,False,0.14666157396920318,-0.4581020499359041
KMT2D,PIK3CB,0.13744958113558797,5537,1070,1070,2434.048068547538,False,0.146750701782603,-0.4417315141205903
KMT2D,PIK3R1,0.10341431385423507,5537,724,724,2002.195794621495,False,0.12814191203453215,-0.4571579916538724
KMT2D,PPP2R1A,0.09799932180400135,5537,589,589,1805.9050362629814,False,0.11831092064034729,-0.45274199230992124
KMT2D,PPP2R1B,0.10033898305084746,5537,601,601,1824.2085955284829,False,0.11927173577766917,-0.451363146200397
KMT2D,PTEN,0.057777777777777775,5537,403,403,1493.7908153419608,False,0.10023248955184974,-0.47488510524764727
KMT2D,RASA2,0.11872586872586872,5537,850,850,2169.435410423643,False,0.13578531763643917,-0.44948984238414574
KMT2D,SIK1,0.13743279569892472,5537,783,783,2082.1793870846,False,0.13187399791410057,-0.42687159568875116
KMT2D,STK11,0.07403581267217631,5537,433,433,1548.393037959032,False,0.10365301111125894,-0.46204759191265793
KMT2D,TNS2,0.20829406220546653,5537,1409,1409,2793.1403473509886,False,0.159861928450836,-0.38399825971894475
KMT2D,TP53,0.06991304347826087,5537,393,393,1475.1410102088546,False,0.0990354717430412,-0.46155282173835566
KMT2D,TP63,0.10343688037012558,5537,680,680,1940.4020202009685,False,0.1251550260960462,-0.45414853919949594
KRAS,NF1,0.030776092774308653,189,2839,189,732.5100681901922,False,0.09649540969538023,-0.4981497103946469
KRAS,PIK3CA,0.03052064631956912,189,1068,189,449.2794230765527,False,0.04992066109437304,-0.4518304082483792
KRAS,PIK3CB,0.032461677186654644,189,1070,189,449.6998999332777,False,0.050009788907772856,-0.4499785051946935
KRAS,PIK3R1,0.04477611940298507,189,724,189,369.91350340316046,False,0.031400999159702014,-0.41905527323029224
KRAS,PPP2R1A,0.03017241379310345,189,589,189,333.64801812688773,False,0.021570007765517152,-0.42382798744598904
KRAS,PPP2R1B,0.034236804564907276,189,601,189,337.02967228420704,False,0.02253082290283903,-0.42072441181150705
KRAS,PTEN,0.01415929203539823,189,403,189,275.9836951705662,False,0.0034915766770196033,-0.4217626781151967
KRAS,RASA2,0.02795698924731183,189,850,189,400.81167647662164,False,0.03904440476160903,-0.4435178089878725
KRAS,SIK1,0.027348394768133173,189,783,189,384.69078491692517,False,0.03513308503927043,-0.4402150837447126
KRAS,STK11,0.027491408934707903,189,433,189,286.07166934179276,False,0.006912098236428799,-0.4118510827752962
